Origin,Destination,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month
BRISBANE,MORANBAH,44013,0,0,0,780,0,0,0,2020,7
BRISBANE,MORANBAH,44044,0,0,0,780,0,0,0,2020,8
BRISBANE,MORANBAH,44075,0,0,0,780,0,0,0,2020,9
BRISBANE,MORANBAH,44105,0,0,0,780,0,0,0,2020,10
BRISBANE,MORANBAH,44136,0,0,0,780,0,0,0,2020,11
BRISBANE,MORANBAH,44166,0,0,0,780,0,0,0,2020,12
BRISBANE,NEWCASTLE,43466,46272,487,73.7,614,28411008,38559200,62800,2019,1
BRISBANE,NEWCASTLE,43497,42728,460,69.5,614,26234992,37751176,61484,2019,2
BRISBANE,NEWCASTLE,43525,50475,492,72.4,614,30991650,42805624,69716,2019,3
BRISBANE,NEWCASTLE,43556,47591,467,74.7,614,29220874,39102590,63685,2019,4
BRISBANE,NEWCASTLE,43586,49018,491,72.5,614,30097052,41495348,67582,2019,5
BRISBANE,NEWCASTLE,43617,46864,461,73.6,614,28774496,39101362,63683,2019,6
BRISBANE,NEWCASTLE,43647,51644,514,72.1,614,31709416,44005380,71670,2019,7
BRISBANE,NEWCASTLE,43678,53449,504,76.8,614,32817686,42712910,69565,2019,8
BRISBANE,NEWCASTLE,43709,52663,491,77.3,614,32335082,41824452,68118,2019,9
BRISBANE,NEWCASTLE,43739,56940,504,82.5,614,34961160,42359246,68989,2019,10
BRISBANE,NEWCASTLE,43770,55383,501,79.1,614,34005162,42979386,69999,2019,11
BRISBANE,NEWCASTLE,43800,51606,480,77.3,614,31686084,40967308,66722,2019,12
BRISBANE,NEWCASTLE,43831,49190,474,72.8,614,30202660,41471402,67543,2020,1
BRISBANE,NEWCASTLE,43862,44035,453,71.6,614,27037490,37746264,61476,2020,2
BRISBANE,NEWCASTLE,43891,29530,376,58.1,614,18131420,31208392,50828,2020,3
BRISBANE,NEWCASTLE,43922,0,0,0,614,0,0,0,2020,4
BRISBANE,NEWCASTLE,43952,0,0,0,614,0,0,0,2020,5
BRISBANE,NEWCASTLE,43983,0,0,0,614,0,0,0,2020,6
BRISBANE,NEWCASTLE,44013,9430,105,63.2,614,5790020,9168248,14932,2020,7
BRISBANE,NEWCASTLE,44044,4152,72,39,614,2549328,6535416,10644,2020,8
BRISBANE,NEWCASTLE,44075,0,0,0,614,0,0,0,2020,9
BRISBANE,NEWCASTLE,44105,0,0,0,614,529268,4733940,7710,2020,10
BRISBANE,NEWCASTLE,44136,19650,193,77.7,614,12065100,15521920,25280,2020,11
BRISBANE,NEWCASTLE,44166,31412,343,60.8,614,19286968,31740116,51694,2020,12
BRISBANE,PERTH,43466,79384,501,84.5,3615,286973160,339506340,93916,2019,1
BRISBANE,PERTH,43497,65472,471,75.5,3615,236681280,313322895,86673,2019,2
BRISBANE,PERTH,43525,75729,520,78.9,3615,273760335,347148450,96030,2019,3
BRISBANE,PERTH,43556,80816,504,85.7,3615,292149840,340710135,94249,2019,4
BRISBANE,PERTH,43586,78086,524,81,3615,282280890,348529380,96412,2019,5
BRISBANE,PERTH,43617,72879,488,81,3615,263457585,325274085,89979,2019,6
BRISBANE,PERTH,43647,85097,525,87.5,3615,307625655,351594900,97260,2019,7
BRISBANE,PERTH,43678,79154,513,82.9,3615,286141710,345077055,95457,2019,8
BRISBANE,PERTH,43709,82912,511,87.2,3615,299726880,343772040,95096,2019,9
BRISBANE,PERTH,43739,89670,527,91.3,3615,324157050,354953235,98189,2019,10
BRISBANE,PERTH,43770,82553,502,88.6,3615,298429095,336986685,93219,2019,11
BRISBANE,PERTH,43800,88880,530,90.5,3615,321301200,355018305,98207,2019,12
BRISBANE,PERTH,43831,84424,513,88.6,3615,305192760,344592645,95323,2020,1
BRISBANE,PERTH,43862,70677,484,79.7,3615,255497355,320722800,88720,2020,2
BRISBANE,PERTH,43891,56710,464,66.7,3615,205006650,307148475,84965,2020,3
BRISBANE,PERTH,43922,2115,48,25.3,3615,7645725,30235860,8364,2020,4
BRISBANE,PERTH,43952,0,0,0,3615,0,0,0,2020,5
BRISBANE,PERTH,43983,1317,34,22,3615,4760955,21632160,5984,2020,6
BRISBANE,PERTH,44013,7423,92,46.4,3615,26834145,57868920,16008,2020,7
BRISBANE,PERTH,44044,6252,104,38.3,3615,22600980,59069100,16340,2020,8
BRISBANE,PERTH,44075,5692,88,37.3,3615,20576580,55168515,15261,2020,9
BRISBANE,PERTH,44105,5626,84,38.5,3615,20337990,52862145,14623,2020,10
BRISBANE,PERTH,44136,18756,166,65,3615,67802940,104299980,28852,2020,11
BRISBANE,PERTH,44166,42637,309,79.4,3615,154132755,194002590,53666,2020,12
BRISBANE,PROSERPINE,43466,22202,172,72.4,895,19870790,27462180,30684,2019,1
BRISBANE,PROSERPINE,43497,17398,128,76.8,895,15571210,20269960,22648,2019,2
BRISBANE,PROSERPINE,43525,18772,142,74.1,895,16800940,22661400,25320,2019,3
BRISBANE,PROSERPINE,43556,23145,169,76.8,895,20714775,26973510,30138,2019,4
BRISBANE,PROSERPINE,43586,18684,138,77,895,16722180,21705540,24252,2019,5
BRISBANE,PROSERPINE,43617,16814,122,77.3,895,15048530,19475200,21760,2019,6
BRISBANE,PROSERPINE,43647,22906,158,81.3,895,20500870,25212150,28170,2019,7
BRISBANE,PROSERPINE,43678,22714,144,88.2,895,20329030,23048040,25752,2019,8
BRISBANE,PROSERPINE,43709,23677,152,86.9,895,21190915,24379800,27240,2019,9
BRISBANE,PROSERPINE,43739,24769,154,90,895,22168255,24637560,27528,2019,10
BRISBANE,PROSERPINE,43770,22168,144,86.9,895,19840360,22822500,25500,2019,11
BRISBANE,PROSERPINE,43800,23857,166,80.9,895,21352015,26388180,29484,2019,12
BRISBANE,PROSERPINE,43831,25664,174,82.9,895,22969280,27721730,30974,2020,1
BRISBANE,PROSERPINE,43862,17471,123,79.4,895,15636545,19691790,22002,2020,2
BRISBANE,PROSERPINE,43891,13687,118,65.1,895,12249865,18827220,21036,2020,3
BRISBANE,PROSERPINE,43922,0,0,0,895,0,0,0,2020,4
BRISBANE,PROSERPINE,43952,0,0,0,895,0,0,0,2020,5
BRISBANE,PROSERPINE,43983,2358,24,68.5,895,2110410,3082380,3444,2020,6
BRISBANE,PROSERPINE,44013,14052,126,70.9,895,12576540,17735320,19816,2020,7
BRISBANE,PROSERPINE,44044,12850,117,67.9,895,11500750,16947720,18936,2020,8
BRISBANE,PROSERPINE,44075,16828,138,73.4,895,15061060,20529510,22938,2020,9
BRISBANE,PROSERPINE,44105,20829,162,77.7,895,18641955,23989580,26804,2020,10
BRISBANE,PROSERPINE,44136,19743,146,82.8,895,17669985,21351120,23856,2020,11
BRISBANE,PROSERPINE,44166,21740,167,77.8,895,19457300,24999140,27932,2020,12
BRISBANE,ROCKHAMPTON,43466,39162,656,71.6,518,20285916,28322168,54676,2019,1
BRISBANE,ROCKHAMPTON,43497,38288,620,75.2,518,19833184,26385884,50938,2019,2
BRISBANE,ROCKHAMPTON,43525,43894,677,76.4,518,22737092,29776712,57484,2019,3
BRISBANE,ROCKHAMPTON,43556,43129,652,79.2,518,22340822,28192150,54425,2019,4
BRISBANE,ROCKHAMPTON,43586,46092,695,78.6,518,23875656,30386398,58661,2019,5
BRISBANE,ROCKHAMPTON,43617,43278,657,78.6,518,22418004,28508130,55035,2019,6
BRISBANE,ROCKHAMPTON,43647,50811,697,86.4,518,26320098,30462544,58808,2019,7
BRISBANE,ROCKHAMPTON,43678,47484,669,83.5,518,24596712,29453998,56861,2019,8
BRISBANE,ROCKHAMPTON,43709,47253,655,85.7,518,24477054,28546462,55109,2019,9
BRISBANE,ROCKHAMPTON,43739,49600,696,85.1,518,25692800,30201990,58305,2019,10
BRISBANE,ROCKHAMPTON,43770,45748,649,81.9,518,23697464,28925638,55841,2019,11
BRISBANE,ROCKHAMPTON,43800,44718,632,82.4,518,23163924,28099428,54246,2019,12
BRISBANE,ROCKHAMPTON,43831,40866,648,73.3,518,21168588,28874356,55742,2020,1
BRISBANE,ROCKHAMPTON,43862,38975,622,70.8,518,20189050,28495698,55011,2020,2
BRISBANE,ROCKHAMPTON,43891,29590,557,57.8,518,15327620,26508132,51174,2020,3
BRISBANE,ROCKHAMPTON,43922,2182,128,22.8,518,1130276,4963476,9582,2020,4
BRISBANE,ROCKHAMPTON,43952,3472,85,52.8,518,1798496,3405332,6574,2020,5
BRISBANE,ROCKHAMPTON,43983,8060,149,60.5,518,4175080,6905976,13332,2020,6
BRISBANE,ROCKHAMPTON,44013,15904,263,69,518,8238272,11945080,23060,2020,7
BRISBANE,ROCKHAMPTON,44044,16892,326,56.8,518,8750056,15391852,29714,2020,8
BRISBANE,ROCKHAMPTON,44075,19470,350,55.3,518,10085460,18229456,35192,2020,9
BRISBANE,ROCKHAMPTON,44105,23715,385,62.5,518,12284370,19652920,37940,2020,10
BRISBANE,ROCKHAMPTON,44136,25707,422,63.7,518,13316226,20906480,40360,2020,11
BRISBANE,ROCKHAMPTON,44166,30553,476,62.5,518,15826454,25306372,48854,2020,12
BRISBANE,SYDNEY,43466,373527,2749,83,753,281265831,339030720,450240,2019,1
BRISBANE,SYDNEY,43497,353301,2717,80.7,753,266035653,329628762,437754,2019,2
BRISBANE,SYDNEY,43525,404452,3008,82.3,753,304552356,370168776,491592,2019,3
BRISBANE,SYDNEY,43556,397001,2965,81.3,753,298941753,367797579,488472,2019,4
BRISBANE,SYDNEY,43586,396519,3074,79.4,753,298578807,376218378,499626,2019,5
BRISBANE,SYDNEY,43617,380079,2834,80.9,753,286199487,353595999,469583,2019,6
BRISBANE,SYDNEY,43647,431064,3163,82.6,753,324591192,392861184,521728,2019,7
BRISBANE,SYDNEY,43678,413613,2972,84.3,753,311450589,369241080,490360,2019,8
BRISBANE,SYDNEY,43709,401748,2954,82.5,753,302516244,366789312,487104,2019,9
BRISBANE,SYDNEY,43739,447595,3107,87.6,753,337039035,384886914,511138,2019,10
BRISBANE,SYDNEY,43770,413243,2894,86.7,753,311171979,358899378,476626,2019,11
BRISBANE,SYDNEY,43800,408902,2878,86.7,753,307903206,355133625,471625,2019,12
BRISBANE,SYDNEY,43831,377958,2689,86,753,284602374,330751485,439245,2020,1
BRISBANE,SYDNEY,43862,340988,2596,79.9,753,256763964,321348021,426757,2020,2
BRISBANE,SYDNEY,43891,228371,2252,63.1,753,171963363,272552868,361956,2020,3
BRISBANE,SYDNEY,43922,14154,424,36.1,753,10657962,29500281,39177,2020,4
BRISBANE,SYDNEY,43952,18716,353,55.4,753,14093148,25451400,33800,2020,5
BRISBANE,SYDNEY,43983,37009,489,70.9,753,27867777,39329943,52231,2020,6
BRISBANE,SYDNEY,44013,94549,939,73.9,753,71195397,96280086,127862,2020,7
BRISBANE,SYDNEY,44044,18919,421,50,753,14246007,28489755,37835,2020,8
BRISBANE,SYDNEY,44075,10864,362,41.6,753,8180592,19656312,26104,2020,9
BRISBANE,SYDNEY,44105,10432,311,43.1,753,7855296,18206787,24179,2020,10
BRISBANE,SYDNEY,44136,26773,471,55.7,753,20160069,36198216,48072,2020,11
BRISBANE,SYDNEY,44166,120935,1301,62.9,753,91064055,144762744,192248,2020,12
